Cycle1,,,,,Cycle2,,,,,Cycle3,,,,,Cycle4,,,,,Cycle5,,,,,Cycle6,,,,,Cycle7,,,,,Cycle8,,,,,Cycle9,,,,,Cycle10,,,,,Cycle11,,,,,Cycle12,,,,,Cycle13,,,,,Cycle14,,,,,Cycle15,,,,,Cycle16,,,,,Cycle17,,,,,Cycle18,,,,,Cycle19,,,,,Cycle20,,,,,Cycle21,,,,,Cycle22,,,,,Cycle23,,,,,Cycle24,,,,,Cycle25,,,,,Cycle26,,,,,Cycle27,,,,,Cycle28,,,,,Cycle29,,,,,Cycle30,,,,,Cycle31,,,,,Cycle32,,,,,Cycle33,,,,,Cycle34,,,,,Cycle35,,,,,Cycle36,,,,,Cycle37,,,,,Cycle38,,,,,Cycle39,,,,,Cycle40,,,,
idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope,idx,TMP,del_TMP,del_TMP_accu,slope
,,,,,34,14.93647781,0.84,-10.41,-0.31,34,8.997730509,0.15,-16.35,-0.48,34,15.75517677,0.89,-9.59,-0.28,34,13.99191656,0.09,-11.35,-0.33,34,19.03744317,-0.38,-6.31,-0.19,34,22.15727617,0.50,-3.19,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,7.787525616,0.03,-17.56,-0.52,34,14.35149839,0.06,-10.99,-0.32,34,20.20909374,0.44,-5.13,-0.15,,,,,,,,,,,34,22.62879375,0.58,-2.72,-0.08,,,,,,34,34.13837286,0.61,8.79,0.26,,,,,,34,17.90444965,0.62,-7.44,-0.22,,,,,,34,19.90851625,0.25,-5.44,-0.16,,,,,
,,,,,35,15.04733959,0.11,-10.30,-0.29,35,9.47289867,0.48,-15.87,-0.45,35,16.17884702,0.42,-9.16,-0.26,35,13.66083033,-0.33,-11.68,-0.33,35,19.51482413,0.48,-5.83,-0.17,35,23.04020394,0.88,-2.30,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,7.768861744,-0.02,-17.57,-0.50,35,14.53913087,0.19,-10.80,-0.31,35,20.45279601,0.24,-4.89,-0.14,,,,,,,,,,,35,22.9,0.27,-2.44,-0.07,,,,,,,,,,,,,,,,35,18.7915575,0.89,-6.55,-0.19,,,,,,35,20.23494156,0.33,-5.11,-0.15,,,,,
,,,,,36,15.21566187,0.17,-10.13,-0.28,36,10.32695045,0.85,-15.02,-0.42,36,16.43089877,0.25,-8.91,-0.25,36,12.91698129,-0.74,-12.43,-0.35,36,20.13052759,0.62,-5.21,-0.14,36,24.1550256,1.11,-1.19,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,7.754977134,-0.01,-17.59,-0.49,36,14.81125409,0.27,-10.53,-0.29,36,20.48231207,0.03,-4.86,-0.14,,,,,,,,,,,36,23.10651463,0.21,-2.24,-0.06,,,,,,,,,,,,,,,,36,19.18748521,0.40,-6.16,-0.17,,,,,,36,20.69475896,0.46,-4.65,-0.13,,,,,
,,,,,37,15.38126383,0.17,-9.96,-0.27,37,10.41527582,0.09,-14.93,-0.40,37,16.77735345,0.35,-8.57,-0.23,37,12.64050899,-0.28,-12.70,-0.34,37,20.71461912,0.58,-4.63,-0.13,37,25.03619995,0.88,-0.31,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,7.676626362,-0.08,-17.67,-0.48,37,15.10716373,0.30,-10.24,-0.28,37,20.06747074,-0.41,-5.28,-0.14,,,,,,,,,,,37,23.09982314,-0.01,-2.24,-0.06,,,,,,,,,,,,,,,,37,19.6980557,0.51,-5.65,-0.15,,,,,,37,21.22235729,0.53,-4.12,-0.11,,,,,
,,,,,38,15.47579637,0.09,-9.87,-0.26,38,10.15145331,-0.26,-15.19,-0.40,38,17.32584487,0.55,-8.02,-0.21,38,13.02634441,0.39,-12.32,-0.32,38,21.16958702,0.45,-4.17,-0.11,38,26.7920377,1.76,1.45,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,7.656974645,-0.02,-17.69,-0.47,38,15.59252761,0.49,-9.75,-0.26,38,19.58256391,-0.48,-5.76,-0.15,,,,,,,,,,,38,23.14840738,0.05,-2.20,-0.06,,,,,,,,,,,,,,,,38,21.12260067,1.42,-4.22,-0.11,,,,,,38,21.92411164,0.70,-3.42,-0.09,,,,,
,,,,,39,15.87892231,0.40,-9.46,-0.24,39,10.14452852,-0.01,-15.20,-0.39,39,17.58709479,0.26,-7.76,-0.20,39,13.35569728,0.33,-11.99,-0.31,39,21.62998373,0.46,-3.71,-0.10,39,28.72276183,1.93,3.38,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,7.927876166,0.27,-17.42,-0.45,39,15.78007158,0.19,-9.56,-0.25,39,19.55903415,-0.02,-5.78,-0.15,,,,,,,,,,,39,23.4642923,0.32,-1.88,-0.05,,,,,,,,,,,,,,,,39,22.3018098,1.18,-3.04,-0.08,,,,,,39,22.18008374,0.26,-3.16,-0.08,,,,,
,,,,,40,16.3994781,0.52,-8.94,-0.22,40,10.12248896,-0.02,-15.22,-0.38,40,17.44320851,-0.14,-7.90,-0.20,40,13.84119514,0.49,-11.50,-0.29,40,21.86853639,0.24,-3.48,-0.09,40,28.91295426,0.19,3.57,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,8.243596801,0.32,-17.10,-0.43,40,15.85213068,0.07,-9.49,-0.24,40,20.20626139,0.65,-5.14,-0.13,,,,,,,,,,,40,24.11812588,0.65,-1.23,-0.03,,,,,,,,,,,,,,,,40,22.66848554,0.37,-2.68,-0.07,,,,,,,,,,,,,,,
,,,,,41,17.51246307,1.11,-7.83,-0.19,41,9.753582901,-0.37,-15.59,-0.38,41,17.76816373,0.32,-7.58,-0.18,41,14.45902568,0.62,-10.88,-0.27,41,21.64181385,-0.23,-3.70,-0.09,41,29.01082166,0.10,3.67,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,8.292204758,0.05,-17.05,-0.42,41,15.75707806,-0.10,-9.59,-0.23,41,20.36699227,0.16,-4.98,-0.12,,,,,,,,,,,41,24.94038424,0.82,-0.40,-0.01,,,,,,,,,,,,,,,,41,23.20837269,0.54,-2.14,-0.05,,,,,,,,,,,,,,,
,,,,,42,18.49565527,0.98,-6.85,-0.16,42,9.202943625,-0.55,-16.14,-0.38,42,18.2530795,0.48,-7.09,-0.17,42,14.65380704,0.19,-10.69,-0.25,42,21.61732636,-0.02,-3.73,-0.09,42,29.17500207,0.16,3.83,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,8.423212536,0.13,-16.92,-0.40,42,16.2936731,0.54,-9.05,-0.22,42,20.34286267,-0.02,-5.00,-0.12,,,,,,,,,,,42,26.04067276,1.10,0.70,0.02,,,,,,,,,,,,,,,,42,24.12030674,0.91,-1.22,-0.03,,,,,,,,,,,,,,,
,,,,,,,,,,43,9.260621548,0.06,-16.08,-0.37,43,17.83506573,-0.42,-7.51,-0.17,43,14.35953319,-0.29,-10.98,-0.26,43,22.51730936,0.90,-2.83,-0.07,43,29.93175488,0.76,4.59,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,8.592261043,0.17,-16.75,-0.39,43,16.98933013,0.70,-8.35,-0.19,43,20.32677231,-0.02,-5.02,-0.12,,,,,,,,,,,43,27.14458367,1.10,1.80,0.04,,,,,,,,,,,,,,,,43,24.65171708,0.53,-0.69,-0.02,,,,,,,,,,,,,,,
,,,,,,,,,,44,9.893521594,0.63,-15.45,-0.35,44,17.33558017,-0.50,-8.01,-0.18,44,13.83950965,-0.52,-11.50,-0.26,44,23.66021186,1.14,-1.68,-0.04,44,31.21918543,1.29,5.88,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,8.676947865,0.08,-16.67,-0.38,44,17.59752958,0.61,-7.75,-0.18,44,20.84081589,0.51,-4.50,-0.10,,,,,,,,,,,44,27.75581838,0.61,2.41,0.05,,,,,,,,,,,,,,,,44,25.09509743,0.44,-0.25,-0.01,,,,,,,,,,,,,,,
,,,,,,,,,,45,10.43246199,0.54,-14.91,-0.33,45,17.58166191,0.25,-7.76,-0.17,45,13.66076998,-0.18,-11.68,-0.26,45,23.94358899,0.28,-1.40,-0.03,45,32.42743279,1.21,7.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,8.566024329,-0.11,-16.78,-0.37,45,18.18195652,0.58,-7.16,-0.16,45,21.17382454,0.33,-4.17,-0.09,,,,,,,,,,,45,27.90670835,0.15,2.56,0.06,,,,,,,,,,,,,,,,45,26.09554288,1.00,0.75,0.02,,,,,,,,,,,,,,,
,,,,,,,,,,46,10.48848192,0.06,-14.86,-0.32,46,17.89890834,0.32,-7.44,-0.16,46,13.83893194,0.18,-11.50,-0.25,46,24.22286576,0.28,-1.12,-0.02,46,33.08798152,0.66,7.74,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8.69491316,0.13,-16.65,-0.36,46,18.78928694,0.61,-6.55,-0.14,46,21.2785706,0.10,-4.07,-0.09,,,,,,,,,,,46,28.39052364,0.48,3.05,0.07,,,,,,,,,,,,,,,,46,27.47865256,1.38,2.13,0.05,,,,,,,,,,,,,,,
,,,,,,,,,,47,10.82682576,0.34,-14.52,-0.31,47,18.29936989,0.40,-7.04,-0.15,47,14.22939565,0.39,-11.11,-0.24,47,24.6495335,0.43,-0.69,-0.01,47,33.05377239,-0.03,7.71,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,8.825712702,0.13,-16.52,-0.35,47,19.42034761,0.63,-5.92,-0.13,47,21.24088732,-0.04,-4.10,-0.09,,,,,,,,,,,47,29.30091994,0.91,3.96,0.08,,,,,,,,,,,,,,,,47,28.03497415,0.56,2.69,0.06,,,,,,,,,,,,,,,
,,,,,,,,,,48,11.08815131,0.26,-14.26,-0.30,48,19.06760343,0.77,-6.28,-0.13,48,14.46827873,0.24,-10.88,-0.23,48,25.00548221,0.36,-0.34,-0.01,48,32.07330867,-0.98,6.73,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,8.589030915,-0.24,-16.75,-0.35,48,19.75888182,0.34,-5.58,-0.12,48,21.48536565,0.24,-3.86,-0.08,,,,,,,,,,,48,30.7439479,1.44,5.40,0.11,,,,,,,,,,,,,,,,48,27.98587141,-0.05,2.64,0.06,,,,,,,,,,,,,,,
,,,,,,,,,,49,11.2396826,0.15,-14.10,-0.29,49,21.06314715,2.00,-4.28,-0.09,49,14.62401034,0.16,-10.72,-0.22,49,25.58778994,0.58,0.24,0.00,49,32.41797436,0.34,7.07,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,8.292194469,-0.30,-17.05,-0.35,49,19.97701293,0.22,-5.37,-0.11,49,22.03683927,0.55,-3.31,-0.07,,,,,,,,,,,49,31.36543867,0.62,6.02,0.12,,,,,,,,,,,,,,,,49,27.78042031,-0.21,2.44,0.05,,,,,,,,,,,,,,,
,,,,,,,,,,50,11.21177667,-0.03,-14.13,-0.28,50,22.25595292,1.19,-3.09,-0.06,50,14.70556837,0.08,-10.64,-0.21,50,26.47686509,0.89,1.13,0.02,50,33.21192562,0.79,7.87,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,8.243333563,-0.05,-17.10,-0.34,50,20.55870559,0.58,-4.79,-0.10,50,22.71962764,0.68,-2.62,-0.05,,,,,,,,,,,50,31.60706023,0.24,6.26,0.13,,,,,,,,,,,,,,,,50,28.07690091,0.30,2.73,0.05,,,,,,,,,,,,,,,
,,,,,,,,,,51,11.41629614,0.20,-13.93,-0.27,51,22.68523778,0.43,-2.66,-0.05,51,14.80194207,0.10,-10.54,-0.21,51,27.47633123,1.00,2.13,0.04,51,34.35677455,1.14,9.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.207206172,-0.04,-17.14,-0.34,51,21.63494381,1.08,-3.71,-0.07,51,23.23773223,0.52,-2.11,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,28.85708413,0.78,3.51,0.07,,,,,,,,,,,,,,,
,,,,,,,,,,52,11.84625618,0.43,-13.50,-0.26,52,22.85583978,0.17,-2.49,-0.05,52,15.09235198,0.29,-10.25,-0.20,52,28.10712624,0.63,2.76,0.05,52,35.65440889,1.30,10.31,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,8.315466711,0.11,-17.03,-0.33,52,22.27110944,0.64,-3.07,-0.06,52,23.21078634,-0.03,-2.13,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,53,12.40135349,0.56,-12.94,-0.24,53,23.02534109,0.17,-2.32,-0.04,53,15.25373119,0.16,-10.09,-0.19,53,28.44772874,0.34,3.10,0.06,53,37.27179156,1.62,11.93,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,8.491928522,0.18,-16.85,-0.32,53,21.98986535,-0.28,-3.35,-0.06,53,23.01937683,-0.19,-2.32,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,54,12.79728707,0.40,-12.55,-0.23,54,23.9508953,0.93,-1.39,-0.03,54,15.24740948,-0.01,-10.10,-0.19,54,29.02586864,0.58,3.68,0.07,54,38.67105795,1.40,13.33,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,8.531060224,0.04,-16.81,-0.31,54,21.51560928,-0.47,-3.83,-0.07,54,23.15451282,0.14,-2.19,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,55,13.07795442,0.28,-12.27,-0.22,55,24.39180937,0.44,-0.95,-0.02,55,14.65088361,-0.60,-10.69,-0.19,55,30.1195311,1.09,4.78,0.09,55,39.75986516,1.09,14.42,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,8.328394268,-0.20,-17.02,-0.31,55,21.47708994,-0.04,-3.87,-0.07,55,23.9097918,0.76,-1.43,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,56,13.37087295,0.29,-11.97,-0.21,56,24.72047704,0.33,-0.62,-0.01,56,14.00395448,-0.65,-11.34,-0.20,56,31.11028014,0.99,5.77,0.10,56,40.03636268,0.28,14.69,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,8.154443052,-0.17,-17.19,-0.31,56,21.80808725,0.33,-3.54,-0.06,56,24.29424918,0.38,-1.05,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,57,13.63696027,0.27,-11.71,-0.21,57,24.82826704,0.11,-0.52,-0.01,57,14.13605242,0.13,-11.21,-0.20,57,31.51385012,0.40,6.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,8.1714316,0.02,-17.17,-0.30,57,22.37655162,0.57,-2.97,-0.05,57,24.04328265,-0.25,-1.30,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,58,13.7622874,0.13,-11.58,-0.20,58,24.73878588,-0.09,-0.61,-0.01,58,14.00883642,-0.13,-11.33,-0.20,58,31.63224136,0.12,6.29,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,8.338097816,0.17,-17.01,-0.29,58,22.62270084,0.25,-2.72,-0.05,58,23.65404216,-0.39,-1.69,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,59,13.79733711,0.04,-11.55,-0.20,59,24.53341011,-0.21,-0.81,-0.01,59,14.32845924,0.32,-11.02,-0.19,59,31.62000947,-0.01,6.28,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,8.369735382,0.03,-16.97,-0.29,59,22.57731911,-0.05,-2.77,-0.05,59,23.65360921,0.00,-1.69,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,60,13.84977391,0.05,-11.49,-0.19,60,24.27351132,-0.26,-1.07,-0.02,60,14.78938761,0.46,-10.55,-0.18,60,33.33573073,1.72,7.99,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,8.361486175,-0.01,-16.98,-0.28,60,22.57690041,0.00,-2.77,-0.05,60,23.79734381,0.14,-1.55,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,61,24.02943672,-0.24,-1.31,-0.02,61,15.57764104,0.79,-9.77,-0.16,61,35.99151516,2.66,10.65,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,8.299977261,-0.06,-17.04,-0.28,61,22.84640105,0.27,-2.50,-0.04,61,24.44461323,0.65,-0.90,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,62,23.81768407,-0.21,-1.53,-0.02,62,16.10694964,0.53,-9.24,-0.15,62,37.47255703,1.48,12.13,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,8.07690253,-0.22,-17.27,-0.28,62,23.14575935,0.30,-2.20,-0.04,62,25.21250595,0.77,-0.13,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,63,23.57564558,-0.24,-1.77,-0.03,63,16.39685458,0.29,-8.95,-0.14,63,38.37005338,0.90,13.03,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,7.954256707,-0.12,-17.39,-0.28,63,23.2940869,0.15,-2.05,-0.03,63,25.70941856,0.50,0.37,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,64,23.29290922,-0.28,-2.05,-0.03,64,16.68585614,0.29,-8.66,-0.14,64,38.70686448,0.34,13.36,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,8.100020842,0.15,-17.24,-0.27,64,23.42303724,0.13,-1.92,-0.03,64,25.9454317,0.24,0.60,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,65,23.94033979,0.65,-1.40,-0.02,65,16.90046653,0.21,-8.44,-0.13,65,39.01099065,0.30,13.67,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,8.353543361,0.25,-16.99,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,66,25.21747819,1.28,-0.13,0.00,66,16.92007238,0.02,-8.42,-0.13,66,38.7143017,-0.30,13.37,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,8.538674569,0.19,-16.81,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,67,27.73151998,2.51,2.39,0.04,67,16.83515976,-0.08,-8.51,-0.13,67,38.86254673,0.15,13.52,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,8.700012719,0.16,-16.64,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,68,32.39220766,4.66,7.05,0.10,68,16.87837968,0.04,-8.47,-0.12,68,39.60907065,0.75,14.27,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8.761421035,0.06,-16.58,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,69,33.86709081,1.47,8.52,0.12,69,17.18564603,0.31,-8.16,-0.12,69,40.97253277,1.36,15.63,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,8.571725787,-0.19,-16.77,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
