Kb,Ki,Kc,Ks,y_pred,y
1.21E-08,437.2933707,0.001028141,1.97E-05,8.517054737,8.361486175
6.34E-10,285.4696577,0.000100323,0.003546823,8.535254672,8.299977261
7.09E-09,247.7006371,0.000116836,0.002522847,8.522748311,8.07690253
2.61E-09,33.98796027,0.000165427,0.003842333,8.521731208,7.954256707
2.50E-09,107.4311668,0.001288755,0.002479883,8.502572335,8.100020842
2.37E-09,248.5953897,0.000689061,0.002354838,8.509839694,8.353543361
2.41E-09,539.0702004,0.001523132,1.64E-05,8.52299014,8.538674569
1.78E-08,537.9457437,1.30E-08,1.07E-08,8.728380859,8.700012719
3.67E-09,672.0436956,0.000678165,9.94E-05,8.584500448,8.761421035
1.74E-09,502.070934,0.001744107,0.000235687,8.60769417,8.571725787
3.88E-09,75.67682716,0.000464548,0.003095212,8.645172113,8.563684534
5.42E-09,48.89948819,0.002267139,0.001470087,8.663344981,8.753647547
4.20E-10,6.178243294,0.001468579,0.003077831,8.702266055,8.693133868
7.82E-09,215.0723128,0.00186501,0.000487194,8.682210409,8.278946187
5.85E-09,401.217503,0.001380175,0.000286366,8.694263608,8.632456849
5.85E-09,417.4984487,0.001715895,5.63E-05,8.761966427,9.517411659
1.42E-08,767.2394637,1.12E-08,9.62E-09,9.041104401,9.602119768
5.02E-10,232.1919742,1.23E-07,0.003603836,8.877693954,8.854740664
2.43E-10,158.4525902,0.00012176,0.003769146,8.900679323,8.716719088
8.42E-09,674.6460855,0.000203702,1.43E-08,8.894961556,8.9591004
1.04E-08,446.6735711,0.000900627,3.53E-05,8.912824468,8.732529379
1.58E-09,18.75698077,0.000235265,0.003860197,8.952339219,8.439198767
5.80E-11,124.7642161,0.000584084,0.003338331,8.938063815,8.553057086
1.70E-09,240.6268268,0.00226972,0.001142672,8.940182195,8.986460408
4.72E-10,648.8700389,0.001487883,5.80E-05,8.959097086,9.10824549
1.72E-09,329.8677232,0.000638631,0.002277561,8.995296999,8.974326707
7.98E-09,553.3083093,0.000621021,3.74E-05,9.005638774,8.888066533
2.10E-08,223.853239,6.42E-09,0,9.079042299,9.161432429
4.50E-09,318.9167371,0.001138104,0.001472419,9.083036146,9.430888302
8.40E-10,640.5749528,0.001642442,5.35E-05,9.1221267,9.744789481
1.11E-08,232.6109115,1.12E-09,0.002008524,9.206851828,9.760305893
1.22E-08,305.9534445,0.001428124,3.77E-05,9.220159244,9.169580492
7.61E-09,279.3951718,1.87E-05,0.002311776,9.237774195,8.946051325
3.35E-09,867.2954898,0.000351025,3.49E-08,9.247389117,9.665536909
2.39E-08,1082.847274,7.16E-11,4.45E-09,10.2691325,10.31402648
4.37E-09,442.8679143,0.000182869,0.00234029,9.406066782,10.09666776
2.00E-08,203.4069648,1.57E-05,0.000871474,9.487436981,9.886257776
8.32E-09,722.1239781,0.000549769,2.17E-08,9.490169699,9.89561897
2.97E-09,953.1446673,0.000539852,1.57E-08,9.515861489,9.8639317
1.43E-08,820.0060605,2.44E-09,3.43E-09,9.791003198,9.95406049
4.38E-09,944.965296,0.000517355,7.00E-08,9.634758216,10.64269452
9.55E-09,13.36708612,5.00E-09,0.003717676,9.870103296,11.22599872
1.15E-08,172.495167,1.46E-08,0.003097197,9.940991569,11.26712213
6.74E-09,0.996454835,5.14E-10,0.004368767,10.11054984,11.15856047
2.23E-10,1097.892749,0.001492257,4.15E-09,10.0249501,11.14798678
1.84E-08,0,4.17E-06,0.003191278,10.33647471,11.51966667
1.72E-08,418.7124202,1.16E-08,0.001964242,10.35196737,12.25870604
1.95E-09,61.36141555,9.19E-11,0.005348146,10.6911744,12.72326303
1.16E-08,2.667265522,8.22E-09,0.004799276,10.96711147,13.49067794
1.09E-08,2552.580597,7.76E-09,1.47E-08,11.60214551,14.82293595
1.35E-08,752.0468803,2.88E-09,0.003050328,11.19199075,15.70159086
2.21E-09,102.4750573,6.69E-09,0.006489295,11.9949221,16.26667564
1.20E-08,359.8223742,3.37E-09,0.005392707,12.19099707,16.911441
8.10E-09,696.2903167,9.62E-10,0.005749183,12.54466423,17.3505529
2.31E-09,603.3875294,1.34E-09,0.006963315,13.19356592,18.05776971
1.70E-08,3832.328582,1.13E-08,4.69E-09,13.56016059,18.9773764
6.00E-10,28.27308573,7.17E-09,0.008433347,14.97750746,19.34508333
4.20E-08,360.0078792,7.63E-09,0.002996225,14.50534744,20.07372395
5.74E-08,1481.554599,7.96E-09,1.31E-08,17.46258026,21.5101059
4.20E-08,5247.059677,4.69E-09,1.25E-08,17.44199452,22.29315098
1.22E-08,3153.310664,1.19E-08,0.007145048,16.41076777,22.81455264
5.57E-09,817.161848,8.56E-09,0.00904786,18.42030454,22.96060512
2.01E-09,1206.304933,1.33E-08,0.009476401,19.24634736,22.99040135
0,0,0,2.868655029,NaN,13.02357736
3.43E-10,679.8636966,0.00667631,0.023947765,13.25874983,13.25896343
9.98E-08,2.664263085,0.003958956,0.008312523,13.43569405,13.42349086
-3.24E-10,-4.711700335,-4.14E-06,0.001754515,13.195068,13.00699477
-7.90E-09,-161.992229,-0.003046571,7.40E-09,13.05753067,12.92397342
1.40E-09,99.92178416,1.09E-07,2.31E-08,13.15629444,13.21905264
-1.13E-08,-6.140626486,-0.001963711,3.75E-09,13.03523408,12.93366222
-1.33E-08,-19.77068592,-0.006795113,0.000447384,12.8565248,12.66250471
-4.71E-09,-122.6486553,-0.000912952,0,12.98437795,12.96975623
4.77E-10,42.6909428,1.00E-09,1.12E-09,13.0607128,13.08561604
5.04E-10,150.1803869,4.53E-09,2.31E-10,13.08949553,13.12946273
2.05E-08,53.64699332,7.29E-09,1.20E-08,13.22009919,13.32001597
6.80E-10,27.66347576,7.40E-05,0.000400264,13.13072947,13.35454609
3.41E-09,51.27933815,4.58E-05,8.36E-06,13.1454698,13.16906666
-2.10E-09,-7.05940395,-0.000916373,0.001123609,13.08077683,12.86215908
-6.75E-10,-241.4199733,-0.001795807,0.001993531,13.00689007,12.76225399
-5.23E-11,-1.534755833,-9.38E-05,4.17E-09,13.06088382,13.01311387
2.63E-09,75.41982744,1.27E-08,6.96E-10,13.1307147,13.33752615
1.11E-08,63.46197733,1.08E-08,7.36E-09,13.23256206,13.35464414
1.24E-09,70.36950047,6.21E-09,4.50E-06,13.14020389,13.2044113
7.49E-09,171.8127051,5.11E-09,1.26E-08,13.25882028,13.21387517
3.73E-09,19.24206987,3.44E-05,0.000179614,13.18136544,13.28662047
2.55E-09,61.4864886,0.000137225,2.77E-05,13.1873772,13.18475237
-5.62E-10,-16.10715315,-2.34E-05,0.000881451,13.16437625,13.00700469
-1.10E-09,-32.81553559,-0.000128882,0.000926933,13.14208949,12.99091125
-7.08E-09,-254.5920393,-4.44E-05,0.002521959,13.0907527,12.76112734
-1.02E-08,-378.5822096,-1.18E-05,0.003096913,13.02777244,12.62317634
-4.82E-09,-102.2558519,-7.20E-05,0.000583503,12.98817563,12.79794552
-4.65E-09,-107.9372061,-2.89E-05,0.000448983,12.96862071,12.86551692
3.40E-09,140.0260898,1.47E-08,8.05E-09,13.19820917,13.203819
5.72E-09,487.7470537,7.71E-09,9.75E-09,13.46717377,13.94606613
1.11E-08,1049.348861,7.20E-09,4.92E-09,13.93073627,14.41963465
2.29E-08,199.7180513,1.14E-08,3.22E-09,13.73392144,14.29267536
1.68E-09,520.9611961,9.82E-09,1.62E-09,13.56262492,14.35149839
1.92E-09,0.641767913,9.03E-05,0.002989675,13.6612212,14.53913087
1.49E-08,1200.524744,1.44E-07,2.68E-09,14.37301136,14.81125409
1.67E-08,265.4706077,0.000626529,8.17E-05,13.97725842,15.10716373
6.57E-09,7.537980151,2.09E-09,0.004754656,14.23796692,15.59252761
1.43E-08,527.6041197,0.001570863,6.47E-09,14.39545966,15.78007158
5.78E-10,676.332445,6.53E-09,0.004104311,14.60703486,15.85213068
1.30E-08,1267.43038,2.16E-06,1.49E-08,14.84901121,15.75707806
4.31E-08,111.1840607,1.45E-08,0.000621426,15.03330267,16.2936731
1.49E-08,25.99446634,1.32E-08,0.006718885,15.4018961,16.98933013
1.26E-08,1378.368066,0.001719341,6.76E-09,15.56005661,17.59752958
1.02E-09,622.2798921,1.26E-08,0.008376975,16.10264123,18.18195652
3.25E-08,2462.699939,1.21E-08,2.79E-09,17.04520781,18.78928694
2.47E-10,871.2801663,1.00E-08,0.009529822,16.95660909,19.42034761
1.75E-08,600.4935251,1.98E-09,0.008803258,17.43159168,19.75888182
2.82E-08,449.5012045,1.32E-08,0.008439538,17.89560358,19.97701293
5.50E-08,3544.52637,1.45E-08,1.19E-09,19.73851912,20.55870559
9.55E-09,280.3802968,5.83E-09,0.01246252,19.23189919,21.63494381
1.29E-08,2111.478679,9.74E-10,0.008915852,19.27211263,22.27110944
7.41E-08,3570.100413,5.67E-08,2.30E-07,21.97247994,21.98986535
1.96E-09,275.1702358,3.67E-09,0.014194037,20.97757808,21.51560928
6.41E-09,786.9228384,1.01E-08,0.013333958,21.23330871,21.47708994
5.59E-08,1568.101672,0.00317272,3.22E-09,20.81131544,21.80808725
3.04E-08,48.6891692,2.32E-09,0.011826342,22.03524449,22.37655162
3.39E-08,4276.692206,7.99E-07,1.79E-09,21.43767479,22.62270084
3.53E-08,504.2515808,3.22E-09,0.010651192,22.59780256,22.57731911
3.74E-08,2176.00331,0.005645864,2.17E-09,22.08449189,22.57690041
3.92E-08,388.3700656,1.60E-09,0.010286676,23.28686382,22.84640105
3.15E-08,2158.788511,8.94E-09,0.008132137,22.96604833,23.14575935
1.77E-08,17.64940479,9.63E-09,0.012756331,24.28082002,23.2940869
5.34E-11,290.1111349,9.98E-09,0.01381548,24.56397232,23.42303724
0,0,0,2.97470008,NaN,15.95203389
9.51E-08,5698.836439,0.025483308,0.011030389,16.65755603,16.65786305
3.42E-08,0.120142758,0.023914412,0.022911727,16.9443779,16.86063947
1.08E-07,2849.396037,3.18E-09,3.40E-09,16.98114235,16.67190324
3.26E-08,4134.229857,6.05E-07,1.36E-06,17.09919629,16.92396453
2.63E-09,1053.926714,0.011342274,0.004528914,17.18269037,17.16566451
4.26E-08,5.245573804,0.007805439,0.003357038,17.23761942,17.07598484
7.08E-09,173.5485618,0.008772157,0.000801186,17.10280613,16.70166991
8.22E-09,442.9292691,0.001090303,0.001451287,16.94724423,16.52756427
4.55E-09,947.2470822,7.37E-09,1.41E-08,16.93678277,16.46262546
4.83E-09,121.9879812,0.000666054,0.00025012,16.80551402,16.72327914
8.76E-09,1647.883856,1.13E-08,1.08E-08,17.22401129,16.96129945
3.24E-09,1555.387897,8.99E-09,5.94E-09,17.22586425,17.11544888
1.95E-08,863.1703251,1.01E-08,8.79E-10,17.24636961,17.2
1.79E-08,315.5305324,7.73E-05,0.000422687,17.14872901,17.35126268
1.15E-08,0.057529398,0.001787252,0.001702699,17.20324585,17.22321935
7.27E-09,1160.024969,9.86E-10,7.82E-09,17.39012587,17.00410197
5.19E-09,205.6294454,0.001835678,0.000509464,17.18883071,17.00295477
2.85E-09,1532.424125,6.02E-09,9.42E-09,17.58066184,17.33045444
2.04E-08,1006.091524,5.91E-09,0,17.69131208,17.7308789
1.89E-08,1371.305593,2.07E-08,1.02E-08,17.93870795,18.16833956
1.32E-08,2012.264813,1.02E-08,9.19E-09,18.24639013,18.19516403
3.57E-08,752.4652242,8.85E-09,5.56E-09,18.12665131,18.08139055
3.75E-08,411.6842349,8.08E-09,6.96E-09,18.06614128,18.20154093
1.61E-08,480.9060249,7.24E-07,0.003080223,18.11760535,18.56925308
3.20E-08,624.3062199,1.24E-07,1.28E-08,18.29073739,18.68326907
1.69E-09,1790.048744,1.35E-08,7.72E-09,18.44159196,18.67813593
2.20E-08,1735.298635,1.37E-08,4.16E-09,18.96500038,18.89268377
4.61E-08,6.613981971,5.48E-05,0.001541898,18.71560961,18.9937894
1.32E-10,472.0750302,1.46E-08,0.007009996,18.82865151,18.85045123
1.97E-10,2.63E-05,1.33E-08,0.008860779,18.98123224,18.9703153
8.37E-09,707.6435719,0.004942462,1.77E-09,19.04975337,19.38465421
4.53E-09,393.9105895,1.21E-08,0.007215081,19.28077947,19.76484714
2.40E-08,2236.258341,1.44E-08,1.17E-08,20.12171543,20.20909374
2.53E-08,2577.988853,5.02E-09,7.10E-09,20.56082676,20.45279601
2.23E-09,2522.56467,4.18E-08,9.94E-09,19.96628861,20.48231207
5.37E-08,453.7630688,9.97E-09,4.03E-09,20.14597645,20.06747074
9.72E-10,1100.954179,0.005664113,0,20.05040719,19.58256391
2.64E-08,1836.453015,1.54E-09,6.67E-09,20.59300981,19.55903415
2.57E-08,3.961874791,9.82E-10,0.006112382,20.32081235,20.20626139
1.40E-08,1249.949239,0.002353941,1.27E-08,20.33788964,20.36699227
1.73E-08,1834.007425,3.66E-09,6.77E-09,20.62702826,20.34286267
2.12E-08,2101.017827,1.03E-09,1.42E-08,21.12795099,20.32677231
3.39E-08,332.3568038,6.16E-05,0.003183238,20.74111842,20.84081589
4.53E-09,462.9020209,6.90E-05,0.007299114,20.92620829,21.17382454
1.79E-08,96.84922156,8.38E-09,0.00679202,21.122379,21.2785706
3.65E-08,2281.818927,1.45E-08,3.71E-09,22.58053239,21.24088732
2.98E-08,2365.950704,1.33E-08,1.66E-09,22.48410906,21.48536565
6.84E-09,659.4477429,1.39E-08,0.006596798,21.53355325,22.03683927
3.62E-09,1238.451773,0.005032524,1.54E-09,21.69034901,22.71962764
2.40E-08,2561.704648,1.37E-08,0,22.9182931,23.23773223
2.64E-08,2648.481254,1.44E-08,2.64E-10,23.31827882,23.21078634
1.24E-08,1592.891028,0.002574899,5.53E-09,22.36594465,23.01937683
3.79E-08,2150.439077,1.28E-09,7.76E-09,23.88738634,23.15451282
3.89E-08,691.4891921,0.002188013,8.42E-09,22.94856335,23.9097918
3.06E-09,173.3554783,4.92E-10,0.00941976,23.49907623,24.29424918
4.64E-08,2568.178257,1.19E-08,1.00E-08,25.58299259,24.04328265
8.42E-09,399.3175228,1.12E-08,0.008344049,23.8321053,23.65404216
3.57E-09,921.419825,5.54E-09,0.007601257,23.83628719,23.65360921
2.72E-09,368.7276291,1.45E-08,0.008947256,24.20128333,23.79734381
3.14E-08,1850.235961,1.60E-09,2.62E-09,24.45651649,24.44461323
1.94E-08,414.6893658,1.68E-09,0.006938377,24.59692341,25.21250595
2.87E-08,1618.941959,0.000603909,4.21E-08,24.56192544,25.70941856
2.19E-08,362.1199748,8.65E-09,0.006900648,25.16571564,25.9454317
0,0,0,3.172742086,NaN,24.88316254
6.63E-10,90.3572241,0.000208395,0.000875127,24.90504469,24.90516635
1.10E-07,3057.456103,7.49E-08,8.12E-06,25.60892071,25.6322751
1.59E-07,2.99280063,0.000354865,0.010663837,26.20842192,26.32594064
0,0,0,3.100475153,NaN,20.9112903
3.74E-09,1619.487466,0.00027679,0.009355152,21.11934231,21.11924746
3.54E-09,284.8328907,0.003849204,0.000430346,21.09637978,21.05025631
-1.71E-08,-534.3076069,-2.86E-09,0.001461138,20.89278744,20.77851766
-3.31E-08,-9.000449159,-0.011368686,0.001783826,20.50769463,20.27714629
-2.69E-08,-981.6739636,-0.007745635,2.34E-05,20.24759314,20.14884694
-4.25E-08,-428.5259377,-0.007674134,0.002066777,20.1864654,20.32923719
-8.11E-10,-7.611847957,-0.001193482,6.51E-09,20.62830033,20.81090362
6.74E-10,1.77E-05,1.39E-08,1.13E-08,20.72771373,21.08229909
4.94E-09,278.5228052,1.28E-08,1.42E-08,20.87522387,21.08485831
4.93E-09,2.229029793,1.43E-08,1.57E-05,20.83541095,21.0767979
5.33E-10,1.21E-05,7.91E-07,0.001419459,20.89604998,21.02339847
1.52E-10,1.39007435,2.24E-05,0.002239953,20.98249444,21.16624113
1.29E-08,316.1839899,3.40E-09,2.47E-09,21.14329959,21.2422981
1.26E-09,5.166191101,6.81E-05,0.002913754,21.13453189,21.23346523
-8.68E-09,-186.3966937,-0.001442532,0.005912602,21.05926142,20.66329855
-2.59E-08,-700.8208237,-8.14E-09,0.007809512,20.85490504,19.9868776
0,0,0,3.06436003,NaN,19.27365013
-9.83E-09,-387.2213529,-0.005870973,8.03E-07,19.16829547,19.15992041
-2.57E-08,-489.0591719,-0.004138489,0.004680794,19.12928961,19.14619908
3.82E-10,41.88978686,2.52E-06,0.001700552,19.26055509,19.34428553
1.18E-08,9.958746332,0.000887829,0.002687234,19.38660411,19.45537855
5.95E-08,1972.854823,4.90E-08,4.22E-09,19.94241712,20.07036752
3.25E-08,785.3194534,9.18E-09,0.01541676,20.425733,20.93651983
9.21E-08,3392.950745,2.19E-06,1.37E-05,21.14821119,21.60150012
4.53E-08,1642.279544,6.91E-09,0.015324459,21.41642422,21.32507474
8.43E-08,2644.337309,9.67E-09,7.85E-09,21.52522552,20.88385875
9.84E-09,1242.473835,0.01265381,0.003729512,21.52320003,21.09169944
8.66E-08,1888.190752,8.10E-09,1.25E-09,21.83800956,21.39413861
7.24E-10,2097.95917,0.001375523,0.008175761,21.69946942,21.15899801
4.30E-08,833.2351738,0.004781276,0.001581657,21.70935521,21.06111569
4.47E-08,0.197412563,0.0090474,6.36E-05,21.73024749,21.18096502
3.99E-08,1359.314873,4.99E-05,0.001056636,21.78538359,21.36164176
1.74E-08,870.7532772,0.004249942,0.002264559,21.80158426,21.2715828
1.46E-08,41.51461341,0.009267495,0.00074434,21.74548198,20.96414678
4.20E-09,779.7530518,0.003537564,0.002340395,21.64938289,20.71461718
3.49E-08,1118.800297,1.35E-08,1.52E-09,21.8748942,20.85600941
2.44E-08,1508.481175,3.54E-09,1.22E-08,21.98821777,21.30925863
3.81E-08,1388.849361,1.40E-08,0,22.33551867,21.89704203
2.49E-08,1651.98203,2.83E-09,3.33E-09,22.33332075,21.82015349
3.16E-08,440.2170709,0.000308581,0.000516137,21.88832058,21.43432487
1.37E-08,27.37557067,0.005835586,7.40E-08,21.87454918,21.31278248
9.28E-09,1077.741377,7.88E-07,0.000351148,21.8767299,21.33571479
4.05E-08,945.0163019,2.62E-09,2.46E-11,22.62303022,21.46364011
3.71E-09,384.4530253,0.003255878,0.001069405,21.90904498,21.54304782
2.96E-09,63.02910555,0.005810587,3.84E-05,21.89241947,21.27255506
1.46E-08,849.3917487,1.26E-08,8.30E-09,22.03526612,21.25982479
2.05E-09,1199.531633,4.69E-09,4.43E-10,22.01863333,21.43126853
1.93E-09,180.3000574,0.004353765,0.000102357,21.90799146,21.62468382
1.05E-08,1234.189315,2.21E-10,7.15E-09,22.43754845,22.04678303
2.73E-08,993.1822062,5.80E-09,0,22.88982882,22.62879375
1.76E-08,1393.638641,1.49E-09,1.38E-08,23.03032561,22.9
1.59E-09,1343.643988,1.18E-08,8.79E-09,22.54180644,23.10651463
2.32E-08,1552.316037,6.54E-09,1.32E-08,23.62878753,23.09982314
1.51E-08,1768.256363,2.99E-09,2.53E-09,23.63900304,23.14840738
3.15E-08,1033.425093,3.90E-09,6.36E-09,23.70976916,23.4642923
5.81E-08,0.494324423,4.61E-09,0,23.85062248,24.11812588
1.81E-08,2174.643264,9.38E-09,1.94E-07,24.60084336,24.94038424
2.21E-08,1680.562112,3.65E-09,6.74E-10,24.49792189,26.04067276
4.78E-09,1882.646925,1.50E-06,2.28E-09,24.147325,27.14458367
3.92E-09,3140.787441,1.31E-08,6.13E-08,25.52962514,27.75581838
2.09E-09,2255.830596,0.000529941,1.62E-07,24.98694282,27.90670835
2.68E-08,555.6246809,1.61E-09,0.004872072,25.67422713,28.39052364
1.78E-08,3285.966979,7.73E-09,1.42E-08,27.16132354,29.30091994
4.44E-08,2205.360381,6.50E-09,5.62E-09,28.03330751,30.7439479
3.08E-08,3552.453716,1.19E-08,4.92E-09,28.89663754,31.36543867
2.44E-10,584.6736849,1.18E-08,0.011449844,28.65113075,31.60706023
0,0,0,3.09912919,NaN,20.84657227
3.30E-10,69.4706331,0.015108663,0.017732256,21.20658959,21.20681025
1.84E-07,2905.037605,0.006222227,3.94E-05,21.97212623,22.04603056
4.77E-09,175.425842,5.85E-06,0.055839947,22.89016785,22.96679047
2.05E-08,1751.831356,0.02811108,0.014747045,23.33891725,23.1576667
1.16E-07,4506.791688,8.43E-07,3.76E-06,23.5112144,22.97000765
1.77E-08,249.7729207,0.025002891,0.002777676,23.38890777,22.7689954
9.07E-08,1431.255549,0.000323159,0.001857429,23.43680622,22.97161355
2.40E-08,4673.774137,2.27E-07,1.95E-07,23.88285378,23.77680461
1.65E-08,1378.096807,0.015639687,0.002627681,24.26295098,24.57741015
6.39E-08,1490.338122,0.006187933,0.003524217,24.67440143,24.75807558
7.00E-08,3824.782864,5.70E-07,2.42E-06,25.2779762,24.90975579
4.90E-09,2875.772712,0.004261239,0.00830711,25.32730738,25.2903747
8.54E-09,3193.036432,0.000632401,0.008549388,25.52966544,25.14078667
3.65E-09,1622.768337,0.010727154,0.004388256,25.59611709,24.70473145
3.13E-08,125.245062,0.016116959,5.54E-05,25.59209001,24.54236839
2.36E-08,3677.569436,6.69E-09,1.03E-08,25.89432871,24.69979798
2.10E-08,23.79477822,0.014720699,1.75E-05,25.58998844,24.59102259
4.44E-08,2629.796219,3.47E-08,4.58E-10,26.17551192,24.7415426
3.82E-08,29.400731,0.009694331,1.09E-07,25.76148761,25.42197721
3.48E-08,44.4061621,0.010187592,5.74E-08,25.97110507,25.94395638
7.10E-08,1618.194988,1.22E-08,1.66E-08,26.94851947,25.94627069
4.72E-08,179.9507893,0.006527465,1.32E-05,26.33097243,26.10826017
5.29E-08,1898.889774,6.06E-09,1.18E-08,27.12478591,26.50125684
2.25E-08,379.6183333,0.00996613,9.96E-05,26.78283167,26.97221465
8.37E-09,42.96450558,0.014752339,1.61E-05,27.03735636,27.23288671
2.26E-08,3453.967075,3.23E-09,2.70E-06,28.06098768,27.45524633
5.14E-09,1052.432399,0.006735065,0.003014584,27.52008794,27.54960034
3.01E-08,3196.741663,1.46E-08,5.01E-10,28.66250973,28.24430337
5.05E-08,9.844941643,0.00696987,0.000957716,28.23838051,28.98419321
0,0,0,3.114653341,NaN,21.61172674
-1.63E-07,-4341.250687,-0.01963677,0.015471325,21.00843983,21.00842651
-1.73E-08,-341.1090469,-0.018936694,8.69E-09,20.95302305,21.00170813
-2.96E-08,-861.3675781,-0.00545467,0.008669248,21.14265974,21.3738738
2.90E-08,772.154535,8.98E-07,3.72E-07,21.58686448,21.90880984
3.02E-08,624.5440092,7.20E-05,0.003839541,21.82522591,21.95562903
-1.64E-10,-18.16083446,-0.001368434,0.009310454,21.74953163,21.50463957
-4.69E-08,-1171.469175,-7.77E-09,0.014496053,21.46398568,20.93043484
-1.48E-10,-127.8962212,-0.004742269,0.000808413,21.10975879,20.50704902
-6.25E-08,-1704.524182,-2.17E-09,0.010618778,20.80797688,20.31346238
-7.71E-08,-1644.061191,-5.72E-09,0.010090216,20.53818168,20.13624067
-5.46E-08,-1779.52459,-1.31E-08,0.006910624,20.34891436,20.14532535
-5.74E-08,-1163.414817,-1.41E-08,0.004094415,20.22711147,20.2325625
-8.74E-09,-213.4242106,-0.006001775,2.04E-09,20.3613113,20.71560917
-2.85E-09,-55.4456148,-0.002370971,4.22E-09,20.73918622,21.22779631
2.01E-09,54.87860122,5.70E-09,1.15E-08,21.06803269,21.67187931
2.76E-09,34.1692935,6.80E-09,2.26E-09,21.11641357,21.76311268
5.20E-10,26.11612088,1.20E-08,7.58E-09,21.1208761,21.77439081
4.78E-09,50.37882762,4.21E-09,1.09E-09,21.24280093,21.78528061
2.12E-10,35.06525182,7.62E-09,0.000913059,21.29190017,21.9005586
2.60E-09,377.7955551,2.28E-09,1.14E-08,21.51040722,22.34427245
9.04E-09,74.59836429,1.93E-08,0.001829177,21.73900342,22.74234548
1.43E-08,22.76352058,3.32E-10,0.003110827,22.10957884,23.60406847
1.60E-08,622.9986096,0.001892678,1.37E-08,22.58419694,24.66352612
2.15E-08,157.80655,1.32E-10,0.006256023,23.28422129,25.93000703
5.34E-08,1570.233423,4.91E-09,7.99E-10,24.589496,27.2245115
4.74E-08,81.74005252,5.28E-09,0.008091124,25.02335258,28.1670736
1.92E-08,3055.667621,0.000899531,1.28E-08,25.51725489,28.51815527
6.24E-08,3236.891197,1.33E-08,6.65E-09,27.37529837,28.53081149
6.26E-08,285.5666692,5.47E-09,0.009421814,27.35718514,29.21558718
1.00E-09,1794.734439,6.08E-10,0.015100286,28.18093501,30.66329854
1.68E-08,4579.913961,0.002757458,1.57E-09,28.58906408,32.14493344
9.25E-08,1460.765821,0.002736062,1.43E-08,30.01050923,33.53145907
2.92E-09,328.7563756,1.07E-08,0.021028044,32.22714741,34.13837286
0,0,0,3.035696458,NaN,18.10704873
8.78E-08,2699.228894,2.13E-09,1.317657892,18.40864345,18.40846378
2.95E-08,0.741686776,0.021060421,0.011039043,18.7909467,18.80590429
0,0,0,2.95074665,NaN,15.20981164
8.36E-11,52.50080912,5.01E-06,0.001696728,15.22567709,15.22595152
-1.18E-08,-120.5237854,-0.007434983,1.27E-06,15.08150428,15.03972661
-8.59E-08,-352.3177749,-0.007951484,0.001656889,14.78456289,14.6937609
-3.77E-08,-719.1919033,-0.011864364,0.003069323,14.69296385,14.74629109
-2.36E-09,-381.9365967,-0.007899747,1.40E-08,14.7636536,14.85077195
-7.56E-09,-419.6264981,-0.01141951,0.001484394,14.6042439,14.60360887
-3.54E-09,-356.5760322,-0.015002117,0.000870821,14.38822832,14.21869253
-3.54E-08,-1182.993575,-0.006520209,0.000792149,14.19448896,14.07155593
-7.92E-08,-337.702401,-0.007114278,0.004472703,14.1096357,14.19092212
-7.01E-09,-659.8614913,-0.006670256,7.05E-10,14.25401463,14.65762611
-1.33E-08,-358.0518343,-0.002421549,8.76E-09,14.43451306,14.98867822
-1.50E-08,-169.3266813,-0.004041709,0.001126971,14.43070069,14.80830464
-1.68E-09,-43.26472202,-0.004075159,6.29E-09,14.49918175,14.77869151
-3.12E-09,-102.8453046,-0.000620817,4.77E-09,14.65746649,15.1385919
-2.68E-09,-53.8050662,-0.000426811,0.000372484,14.72648607,15.15367446
-1.31E-08,-19.80709583,-0.002743048,0.004514152,14.75597527,14.8565089
-2.43E-08,-585.5483918,-0.004089523,0.009954005,14.76289435,14.65586462
-1.58E-08,-382.7510715,-0.003183644,0.0069726,14.74395565,14.75311219
-1.79E-09,-28.37798232,-0.000311677,0.00099229,14.80592974,15.16209087
1.27E-09,17.41333559,6.37E-09,0.000962923,14.91655349,15.41161569
2.49E-10,0.000698731,1.95E-05,0.002050028,15.02030967,15.46568154
1.55E-09,316.573618,0.000771748,0.000124367,15.12964187,15.59280931
1.01E-08,569.9217557,1.48E-08,6.87E-09,15.36456045,15.98338222
2.60E-08,749.8456388,2.64E-10,1.13E-08,15.79732205,16.22330229
3.04E-08,264.8950618,4.99E-10,3.72E-09,15.70777764,16.3966976
1.99E-08,943.79209,9.18E-09,4.45E-09,15.97124628,16.39432951
1.73E-08,705.4368165,0.000292181,1.65E-08,15.89162766,16.14354363
8.10E-10,548.581176,8.41E-08,0.004087014,15.95859087,15.96239057
6.77E-10,450.7963628,4.95E-09,0.004835574,16.06460752,16.23879723
1.77E-11,223.0283167,8.93E-09,0.006350124,16.22103963,16.66901257
6.85E-09,1189.80938,0.001081605,3.13E-09,16.36741639,17.10710649
2.76E-08,329.5799873,1.07E-08,0.002492535,16.56278154,17.28810766
2.58E-08,277.5930728,9.75E-09,0.003854121,16.81273259,17.90444965
5.85E-09,1179.692615,0.003856775,7.51E-09,17.09067326,18.7915575
4.23E-08,1436.817144,4.00E-09,2.66E-08,17.89918512,19.18748521
4.15E-08,2456.160801,9.87E-10,1.39E-08,18.76522296,19.6980557
5.29E-09,5.32E-05,7.39E-06,0.01217956,18.70184898,21.12260067
2.55E-08,478.8812888,1.02E-08,0.009429969,19.19056869,22.3018098
